Mauritania,68590,68997,4266448.0,2.3417,4.139,0.016076605176,0.01617200069
Niger,143538,312461,21563607.0,4.0075,17.023,0.00665649304404,0.0144902010132
Pakistan,1576771,2739362,196744376.0,1.9721,255.22,0.00801431294788,0.0139234577155
Norway,53909,73235,5330800.0,1.0551,14.594,0.010112741052,0.0137380880918
Cyprus,7940,16165,1187575.0,0.8905,128.525,0.00668589352251,0.0136117718881
Germany,478581,1052127,80636124.0,-0.0934,231.341,0.00593506949813,0.0130478369719
Switzerland,78041,110117,8454083.0,0.8188,213.941,0.00923116084855,0.013025303868
Rwanda,150611,155064,12159586.0,2.2697,492.89,0.0123861947274,0.0127524078534
Nigeria,1243,2437493,191835936.0,2.5308,210.63,6.47949506186e-06,0.0127061334327
Kenya,523498,582357,48466928.0,2.5029,85.158,0.0108011384588,0.012015554194
Greece,66852,94675,10892931.0,-0.1945,84.507,0.00613719117472,0.00869141647918
Burundi,53465,103158,11936481.0,3.2319,464.816,0.0044791257993,0.00864224556634
Denmark,30699,48220,5711837.0,0.3648,134.618,0.00537462816253,0.00844211765847
Belize,165,3126,374651.0,2.0459,16.425,0.00044040987479,0.00834376526421
Thailand,107071,554060,68297547.0,0.1729,133.683,0.00156771369841,0.00811244362847
Ecuador,121535,133118,16625776.0,1.4285,66.942,0.00731003473161,0.00800672401697
Malaysia,92524,238615,31164177.0,1.2956,94.854,0.00296892165643,0.00765670789253
Ethiopia,742725,745685,104344901.0,2.385,104.345,0.00711798078183,0.0071463482437
Luxembourg,1537,4151,584103.0,1.1952,225.522,0.00263138521802,0.00710662331815
Netherlands,99155,116254,17032845.0,0.303,505.126,0.00582139977203,0.00682528373857
Liechtenstein,154,254,38022.0,0.6423,237.637,0.00405028667613,0.00668034295934
Armenia,18851,19326,3031670.0,0.1097,106.486,0.0062180250489,0.00637470437086
Finland,15059,32560,5541274.0,0.2733,18.234,0.00271760609564,0.00587590507165
Belgium,33624,63807,11443830.0,0.6028,377.934,0.00293817716621,0.00557566828588
France,290178,356214,64938716.0,0.4102,118.597,0.0044684899529,0.00548538717643
Venezuela (Bolivarian Republic of),173999,174234,31925705.0,1.2524,36.195,0.00545012240137,0.00545748324117
Israel,32946,44665,8323248.0,1.5763,384.623,0.00395831050571,0.00536629450426
Panama,17338,21540,4051284.0,1.4804,54.497,0.00427963085284,0.00531683288557
Mali,17923,90762,18689966.0,3.0232,15.317,0.000958963756274,0.00485618860944
Bulgaria,17008,33722,7045259.0,-0.7567,64.897,0.00241410571279,0.00478648123511
Liberia,20560,22064,4730437.0,2.4693,49.112,0.00434632149207,0.00466426251951
Guinea-Bissau,8684,8807,1932871.0,2.29,68.737,0.00449279853648,0.00455643444389
Canada,135888,155839,36626083.0,0.9035,4.028,0.00371014285093,0.00425486394491
Gambia,7890,7893,2120418.0,3.1039,209.527,0.00372096445135,0.00372237926673
Croatia,442,15451,4209815.0,-0.3636,75.229,0.000104992737211,0.00367023253991
Italy,131993,216728,59797978.0,-0.0165,203.298,0.00220731543799,0.00362433659546
Zambia,28035,55313,17237931.0,3.0559,23.188,0.00162635527431,0.00320879576557
Albania,110,8826,2911428.0,0.2742,106.256,3.77821467678e-05,0.00303150206703
Russian Federation,314507,418438,143375006.0,-0.0792,8.755,0.00219359711832,0.00291848636435
Uzbekistan,28,86733,30690914.0,1.2108,72.146,9.12322128953e-07,0.00282601554323
Egypt,210865,256521,95215102.0,1.8644,95.65,0.00221461717281,0.00269412093892
Tajikistan,2485,21777,8858115.0,2.1069,63.29,0.00028053372529,0.00245842371656
Algeria,94219,99827,41063753.0,1.6093,17.241,0.00229445662212,0.00243102475314
Australia,36648,58153,24641662.0,1.3098,3.208,0.00148723734625,0.00235994633804
United Kingdom,117176,151681,65511098.0,0.611,270.785,0.00178864350587,0.00231534815674
Philippines,356,240170,103796832.0,1.4768,348.113,3.4297771246e-06,0.00231384711241
Ireland,6125,10492,4749153.0,0.8741,68.938,0.00128970365874,0.00220923604693
Saudi Arabia,131,70165,32742664.0,1.6877,15.231,4.00089620075e-06,0.00214292276279
Sri Lanka,764,44172,20905335.0,0.435,333.365,3.65456951539e-05,0.00211295346379
Costa Rica,3785,10146,4905626.0,0.9601,96.076,0.000771563099184,0.0020682375705
United States of America,272267,616478,326474013.0,0.7208,35.69,0.000833962242502,0.00188829118231
Namibia,1776,4780,2568569.0,2.0864,3.12,0.000691435581446,0.00186095837799
Togo,13083,13812,7691915.0,2.5396,141.421,0.00170087682976,0.00179565166802
Angola,15555,45698,26655513.0,3.1104,21.381,0.000583556579834,0.00171439206591
Burkina Faso,32544,32682,19173322.0,2.8334,70.078,0.0016973584442,0.00170455594497
Lithuania,1121,4663,2830582.0,-0.4667,45.164,0.000396031628831,0.00164736439361
Gabon,913,2893,1801232.0,2.1064,6.99,0.000506875294243,0.00160612292031
Hungary,4649,14448,9787905.0,-0.3426,108.118,0.000474973960209,0.00147610750207
Iceland,231,488,334303.0,0.7851,3.335,0.000690989910351,0.00145975357684
Bangladesh,233019,233019,164827718.0,1.1503,1266.25,0.00141371246795,0.00141371246795
Malawi,8643,25697,18298679.0,3.0265,194.089,0.000472329177423,0.00140430902143
Kyrgyzstan,339,8227,6124945.0,1.4345,31.934,5.53474357729e-05,0.00134319573482
Turkmenistan,26,7151,5502586.0,1.1291,11.709,4.72505109416e-06,0.00129957078363
Papua New Guinea,9652,9720,7933841.0,1.9803,17.519,0.00121656080579,0.0012251316859
Botswana,2120,2845,2343981.0,1.6587,4.136,0.000904444191314,0.00121374703976
Cayman Islands,13,74,61557.0,1.2736,256.488,0.000211186380103,0.00120213785597
Senegal,14453,17614,16054275.0,2.8865,83.386,0.000900258653848,0.00109715325046
Nepal,30277,30651,29187037.0,1.1404,203.607,0.00103734407847,0.00105015798623
Ghana,16409,27328,28656723.0,2.1525,125.941,0.000572605597646,0.000953633114296
Monaco,32,32,38010.0,0.4096,25510.067,0.000841883714812,0.000841883714812
Belarus,2136,7907,9458535.0,-0.3117,46.614,0.000225827784112,0.000835964554765
Mozambique,5627,23965,29537914.0,2.6759,37.562,0.000190500927046,0.000811330143354
Swaziland,721,1062,1320356.0,1.1778,76.765,0.000546064849177,0.000804328529578
El Salvador,44,4744,6167147.0,0.3447,297.642,7.13457940925e-06,0.000769237379942
Guinea,9018,9216,13290659.0,2.5904,54.089,0.00067852165946,0.000693419340606
Qatar,148,1469,2338085.0,1.7084,201.385,6.32996661798e-05,0.000628291956879
Spain,9510,28814,46070146.0,0.1014,92.362,0.000206424351249,0.000625437566445
Poland,12912,23737,38563573.0,-0.106,125.93,0.000334823746752,0.000615529064177
Curaçao,47,90,159987.0,0.8043,360.331,0.000293773869127,0.000562545706839
Kazakhstan,691,9235,18064470.0,1.0573,6.691,3.82518833932e-05,0.000511224519734
Slovakia,978,2652,5432157.0,0.0383,112.963,0.000180038978991,0.000488203857142
Eritrea,2293,2304,5481906.0,2.4309,54.276,0.000418285173077,0.00042029177443
New Zealand,1413,1679,4604871.0,0.901,17.488,0.000306848986649,0.00036461390558
"China, Hong Kong SAR",140,2456,7401941.0,0.7177,7049.468,1.89139578389e-05,0.000331804860374
Bahamas,11,125,397164.0,1.0639,39.677,2.76963672438e-05,0.000314731445952
Slovenia,350,611,2071252.0,0.0852,102.843,0.000168979921323,0.000294990662652
Bahrain,271,350,1418895.0,1.6426,1866.967,0.000190993695798,0.000246670824832
China,301043,301697,1388232693.0,0.3921,147.87,0.00021685341479,0.000217324517367
Cabo Verde,0,115,533468.0,1.2029,132.374,0.0,0.000215570568431
Chile,1890,3670,18313495.0,0.9738,24.63,0.000103202583668,0.000200398667758
Sint Maarten (Dutch part),3,8,40117.0,1.076,1179.912,7.47812648005e-05,0.000199416706135
Brazil,9077,41084,211243220.0,0.7686,25.274,4.2969426427e-05,0.000194486715361
Morocco,4329,6398,35241418.0,1.158,78.964,0.000122838417001,0.000181547745894
Portugal,1055,1820,10264797.0,-0.3451,112.073,0.000102778457285,0.000177305016358
Haiti,4,1894,10983274.0,1.2058,398.522,3.64190131285e-07,0.000172444027163
Romania,2608,3168,19237513.0,-0.6907,83.58,0.000135568459395,0.00016467825129
Antigua and Barbuda,15,15,93659.0,0.9775,212.861,0.000160155457564,0.000160155457564
India,202185,211101,1342512706.0,1.1571,451.539,0.000150601926594,0.00015724320452
Japan,2462,19389,126045211.0,-0.2437,345.751,1.95326738752e-05,0.000153825757013
Trinidad and Tobago,88,205,1369157.0,0.2546,266.892,6.42731257263e-05,0.000149727167885
Uruguay,306,477,3456877.0,0.3723,19.751,8.85192038942e-05,0.000137985817835
United Arab Emirates,773,1265,9397599.0,1.5337,112.411,8.22550525938e-05,0.000134608850622
Oman,321,596,4741305.0,0.694,15.319,6.77028792706e-05,0.000125703788303
Sierra Leone,765,782,6732899.0,2.0894,93.279,0.000113621190515,0.00011614610586
Viet Nam,0,11000,95414640.0,0.9825,307.72,0.0,0.000115286291496
Turks and Caicos Islands,4,4,35442.0,1.451,37.307,0.000112860448056,0.000112860448056
Argentina,3222,4986,44272125.0,0.9428,16.177,7.27771707367e-05,0.000112621655274
Guatemala,239,1835,17005497.0,1.9493,158.693,1.40542790369e-05,0.000107906284656
Nicaragua,331,632,6217796.0,1.0778,51.669,5.3234297169e-05,0.000101643733567
Peru,1570,2479,32166473.0,1.1966,25.13,4.88085840185e-05,7.70678215171e-05
Bolivia (Plurinational State of),778,780,11052864.0,1.4818,10.203,7.03889960104e-05,7.05699445863e-05
Anguilla,1,1,14906.0,0.895,165.622,6.70870790286e-05,6.70870790286e-05
Benin,647,752,11458611.0,2.5566,101.619,5.64640862667e-05,6.56275005758e-05
Tunisia,688,730,11494760.0,1.0113,73.988,5.98533592698e-05,6.35071980624e-05
Aruba,2,6,104588.0,0.275,581.044,1.91226526944e-05,5.73679580831e-05
Indonesia,6590,13838,263510146.0,1.0747,145.46,2.50085247192e-05,5.251410699e-05
Palau,0,1,21726.0,1.0804,47.23,0.0,4.60278007917e-05
Mexico,4363,5890,130222815.0,1.195,66.989,3.35041136993e-05,4.52301695367e-05
Paraguay,181,223,6811583.0,1.2518,17.145,2.65723841286e-05,3.27383517165e-05
Cuba,333,355,11390184.0,-0.062,107.01,2.9235699792e-05,3.1167187466e-05
Lesotho,41,43,2185159.0,1.1121,71.975,1.87629367016e-05,1.96782019066e-05
Cambodia,65,265,16076370.0,1.5283,91.074,4.04320129482e-06,1.64838206635e-05
Suriname,2,9,552112.0,0.7889,3.539,3.62245341525e-06,1.63010403686e-05
Saint Lucia,2,3,187768.0,0.7291,307.816,1.06514422053e-05,1.59771633079e-05
Fiji,12,14,902547.0,0.5129,49.4,1.3295706484e-05,1.55116575646e-05
Samoa,0,3,195743.0,0.5904,69.167,0.0,1.53262185621e-05
Guyana,11,11,774407.0,0.5169,3.934,1.42044170572e-05,1.42044170572e-05
"China, Macao SAR",0,6,606384.0,1.4874,20280.401,0.0,9.89472017731e-06
Grenada,1,1,107850.0,0.4893,317.206,9.27213722763e-06,9.27213722763e-06
Jamaica,15,25,2813285.0,0.3411,259.768,5.33184515611e-06,8.88640859351e-06
Mongolia,14,24,3051900.0,1.4215,1.964,4.58730626823e-06,7.86395360267e-06
Solomon Islands,3,3,606215.0,1.8391,21.658,4.94873930866e-06,4.94873930866e-06
Timor-Leste,0,6,1237251.0,2.054,83.205,0.0,4.84946061874e-06
Madagascar,10,66,25612972.0,2.7471,44.024,3.90427163236e-07,2.57681927736e-06
Singapore,0,1,5784538.0,1.4078,8263.626,0.0,1.72874653084e-07
Saint Vincent and the Grenadines,0,0,109895.0,0.2644,281.782,0.0,0.0
British Virgin Islands,0,0,31200.0,1.6718,208.0,0.0,0.0
Montserrat,0,0,5179.0,0.4623,51.79,0.0,0.0
Dominica,0,0,73353.0,0.4489,97.804,0.0,0.0
Comoros,0,0,825920.0,2.268,443.804,0.0,0.0
State of Palestine,0,0,4928225.0,2.6643,818.642,0.0,0.0
Barbados,0,0,285744.0,0.2405,664.521,0.0,0.0
Vanuatu,0,0,276331.0,2.1119,22.669,0.0,0.0
Mauritius,0,0,1281353.0,0.2786,631.208,0.0,0.0
Saint Kitts and Nevis,0,0,56780.0,1.0163,218.385,0.0,0.0
Sao Tome and Principe,0,0,198481.0,2.0624,206.751,0.0,0.0
Equatorial Guinea,0,0,894464.0,2.7773,31.888,0.0,0.0
Tonga,0,0,107797.0,0.9032,149.718,0.0,0.0
