organization_id,organization_name,totalFunding,plan_id,plan_code,plan_name,countryCode
5369.0,"New Zealand, Government of",1034703,538,HSSD17,Republic of South Sudan 2017,SSD
2917.0,"United Kingdom, Government of",57774905,538,HSSD17,Republic of South Sudan 2017,SSD
4831.0,Arab Gulf Programme for United Nations Development Organizations,25000,538,HSSD17,Republic of South Sudan 2017,SSD
3272.0,"Lithuania, Government of",10741,538,HSSD17,Republic of South Sudan 2017,SSD
2927.0,"Belgium, Government of",778707,538,HSSD17,Republic of South Sudan 2017,SSD
2932.0,"Czech Republic, Government of",294,538,HSSD17,Republic of South Sudan 2017,SSD
4058.0,US Fund for UNICEF,1322200,538,HSSD17,Republic of South Sudan 2017,SSD
2976.0,"China, Government of",5000000,538,HSSD17,Republic of South Sudan 2017,SSD
2464.0,"Faeroe Islands, Government of",200000,538,HSSD17,Republic of South Sudan 2017,SSD
2733.0,"Sri Lanka, Government of",1250,538,HSSD17,Republic of South Sudan 2017,SSD
4398.0,World Health Organization,669333,538,HSSD17,Republic of South Sudan 2017,SSD
4293.0,United Nations Population Fund,275752,538,HSSD17,Republic of South Sudan 2017,SSD
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,1193001,546,HSEN17,Senegal 2017,SEN
2930.0,"Norway, Government of",214966,546,HSEN17,Senegal 2017,SEN
2928.0,"Canada, Government of",88996,546,HSEN17,Senegal 2017,SEN
3049.0,World Food Programme,16264000,528,HSOM17,Somalia 2017,SOM
2928.0,"Canada, Government of",14412097,528,HSOM17,Somalia 2017,SOM
2921.0,"Sweden, Government of",21318904,528,HSOM17,Somalia 2017,SOM
2917.0,"United Kingdom, Government of",126857100,528,HSOM17,Somalia 2017,SOM
2684.0,UN Peacebuilding Fund,500000,528,HSOM17,Somalia 2017,SOM
2933.0,"United States of America, Government of",108570364,528,HSOM17,Somalia 2017,SOM
4306.0,"Germany, Government of",12860355,528,HSOM17,Somalia 2017,SOM
4762.0,Central Emergency Response Fund,32992835,528,HSOM17,Somalia 2017,SOM
2924.0,"Switzerland, Government of",4959441,528,HSOM17,Somalia 2017,SOM
3009.0,"Ireland, Government of",3499651,528,HSOM17,Somalia 2017,SOM
2966.0,European Commission,2407202,528,HSOM17,Somalia 2017,SOM
3776.0,"Denmark, Government of",13905646,528,HSOM17,Somalia 2017,SOM
2998.0,"Saudi Arabia (Kingdom of), Government of",2404000,528,HSOM17,Somalia 2017,SOM
4391.0,"Australia, Government of",11386815,528,HSOM17,Somalia 2017,SOM
2930.0,"Norway, Government of",4766058,528,HSOM17,Somalia 2017,SOM
5294.0,United Nations Development Programme,200000,528,HSOM17,Somalia 2017,SOM
4537.0,"Japan, Government of",20154001,528,HSOM17,Somalia 2017,SOM
3778.0,UNICEF National Committee/Germany,106724,528,HSOM17,Somalia 2017,SOM
8524.0,European Commission EuropeAid Development and Cooperation,6261329,528,HSOM17,Somalia 2017,SOM
2927.0,"Belgium, Government of",106655,528,HSOM17,Somalia 2017,SOM
87.0,"Qatar, Government of",818900,528,HSOM17,Somalia 2017,SOM
8539.0,ACT Alliance / Norwegian Church Aid,908637,528,HSOM17,Somalia 2017,SOM
4831.0,Arab Gulf Programme for United Nations Development Organizations,25000,528,HSOM17,Somalia 2017,SOM
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,66611449,528,HSOM17,Somalia 2017,SOM
2982.0,"Botswana, Government of",100000,528,HSOM17,Somalia 2017,SOM
4384.0,"Luxembourg, Government of",530786,528,HSOM17,Somalia 2017,SOM
,Not specified,9160583,528,HSOM17,Somalia 2017,SOM
4820.0,World Bank,15000000,528,HSOM17,Somalia 2017,SOM
3774.0,"Italy, Government of",2308956,528,HSOM17,Somalia 2017,SOM
4543.0,Private (individuals & organizations),2699391,528,HSOM17,Somalia 2017,SOM
4293.0,United Nations Population Fund,183388,528,HSOM17,Somalia 2017,SOM
5369.0,"New Zealand, Government of",684932,528,HSOM17,Somalia 2017,SOM
3139.0,OPEC Fund for International Development,300000,528,HSOM17,Somalia 2017,SOM
3008.0,"Netherlands, Government of",4268943,528,HSOM17,Somalia 2017,SOM
2976.0,"China, Government of",10000000,528,HSOM17,Somalia 2017,SOM
2733.0,"Sri Lanka, Government of",1250,528,HSOM17,Somalia 2017,SOM
4331.0,"Liechtenstein, Government of",99305,528,HSOM17,Somalia 2017,SOM
5295.0,"Finland, Government of",2625400,528,HSOM17,Somalia 2017,SOM
8789.0,International Fund for Animal Welfare,25000,528,HSOM17,Somalia 2017,SOM
2932.0,"Czech Republic, Government of",100523,528,HSOM17,Somalia 2017,SOM
4543.0,Private (individuals & organizations),3564814,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2966.0,European Commission,31129229,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2917.0,"United Kingdom, Government of",43361721,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3778.0,UNICEF National Committee/Germany,3104359,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2924.0,"Switzerland, Government of",7914485,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4537.0,"Japan, Government of",51478700,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5352.0,UNICEF National Committee/Canada,161161,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5315.0,UNICEF National Committee/United Kingdom,2425239,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3006.0,"Russian Federation, Government of",2000000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2928.0,"Canada, Government of",67302157,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3049.0,World Food Programme,88649182,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
,Not specified,66129497,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2976.0,"China, Government of",500000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4321.0,UNICEF National Committee/Sweden,679919,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
13.0,UNICEF National Committee/New Zealand,130814,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4306.0,"Germany, Government of",42189953,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4539.0,UNICEF National Committee/Spain,187834,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3017.0,UNICEF National Committee/Italy,67725,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3779.0,UNICEF National Committee/Japan,1356145,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2921.0,"Sweden, Government of",17064303,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4546.0,"Austria, Government of",6703991,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5295.0,"Finland, Government of",5322018,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5319.0,"Spain, Government of",1032376,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3774.0,"Italy, Government of",2845442,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2932.0,"Czech Republic, Government of",313969,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2933.0,"United States of America, Government of",110757969,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2919.0,UNICEF National Committee/Netherlands,261506,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8125.0,Turkey Humanitarian Fund,2062847,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2652.0,"Malta, Government of",104605,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2930.0,"Norway, Government of",11950856,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8524.0,European Commission EuropeAid Development and Cooperation,5337812,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4611.0,IKEA Foundation,610890,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3008.0,"Netherlands, Government of",10672358,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
87.0,"Qatar, Government of",21950765,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4384.0,"Luxembourg, Government of",792010,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,30531624,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3776.0,"Denmark, Government of",3791380,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4293.0,United Nations Population Fund,432000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5294.0,United Nations Development Programme,841062,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2998.0,"Saudi Arabia (Kingdom of), Government of",18700000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2915.0,United Nations Children's Fund,871755,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4314.0,"France, Government of",6787299,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4398.0,World Health Organization,1900000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
5311.0,United Nations Mine Action Service,390000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4845.0,"Iceland, Government of",440000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4849.0,"Kuwait, Government of",6000000,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
86.0,"Poland, Government of",1197433,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
3003.0,"Estonia, Government of",76503,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8539.0,ACT Alliance / Norwegian Church Aid,702794,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
7967.0,American National Committee for UNRWA,102530,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2646.0,Swiss Development Cooperation/Swiss Humanitarian Aid,1897254,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
8124.0,Syrian Arab Republic Humanitarian Fund,249952,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
4391.0,"Australia, Government of",3837299,526,HSYR17,Syria Humanitarian Response Plan 2017,SYR
2928.0,"Canada, Government of",3186594,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
4306.0,"Germany, Government of",7954936,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
4537.0,"Japan, Government of",2158425,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
,Not specified,1561917,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2930.0,"Norway, Government of",611162,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2966.0,European Commission,638004,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
3003.0,"Estonia, Government of",212089,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
3778.0,UNICEF National Committee/Germany,53362,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
1943.0,"Global Fund to Fight AIDS, Tuberculosis and Malaria",4302720,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2924.0,"Switzerland, Government of",458998,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
4543.0,Private (individuals & organizations),500605,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
3049.0,World Food Programme,2354000,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
3774.0,"Italy, Government of",793651,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2921.0,"Sweden, Government of",1771814,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
2933.0,"United States of America, Government of",3600000,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,542888,531,HUKR17,Ukraine Humanitarian Response Plan 2017,UKR
4543.0,Private (individuals & organizations),2216956,542,HYEM17,Yemen 2017,YEM
2733.0,"Sri Lanka, Government of",1250,542,HYEM17,Yemen 2017,YEM
3008.0,"Netherlands, Government of",6437907,542,HYEM17,Yemen 2017,YEM
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,38205438,542,HYEM17,Yemen 2017,YEM
4306.0,"Germany, Government of",24728361,542,HYEM17,Yemen 2017,YEM
4537.0,"Japan, Government of",33123076,542,HYEM17,Yemen 2017,YEM
2921.0,"Sweden, Government of",25467253,542,HYEM17,Yemen 2017,YEM
,Not specified,479494,542,HYEM17,Yemen 2017,YEM
2924.0,"Switzerland, Government of",5876590,542,HYEM17,Yemen 2017,YEM
2933.0,"United States of America, Government of",124742627,542,HYEM17,Yemen 2017,YEM
2930.0,"Norway, Government of",12736218,542,HYEM17,Yemen 2017,YEM
2928.0,"Canada, Government of",21573917,542,HYEM17,Yemen 2017,YEM
2998.0,"Saudi Arabia (Kingdom of), Government of",17342774,542,HYEM17,Yemen 2017,YEM
3776.0,"Denmark, Government of",1443835,542,HYEM17,Yemen 2017,YEM
5295.0,"Finland, Government of",1600854,542,HYEM17,Yemen 2017,YEM
2917.0,"United Kingdom, Government of",84731934,542,HYEM17,Yemen 2017,YEM
3774.0,"Italy, Government of",2687362,542,HYEM17,Yemen 2017,YEM
2976.0,"China, Government of",5000000,542,HYEM17,Yemen 2017,YEM
4546.0,"Austria, Government of",1073111,542,HYEM17,Yemen 2017,YEM
3272.0,"Lithuania, Government of",21231,542,HYEM17,Yemen 2017,YEM
4391.0,"Australia, Government of",2232143,542,HYEM17,Yemen 2017,YEM
3009.0,"Ireland, Government of",4332214,542,HYEM17,Yemen 2017,YEM
4762.0,Central Emergency Response Fund,24953107,542,HYEM17,Yemen 2017,YEM
3778.0,UNICEF National Committee/Germany,964356,542,HYEM17,Yemen 2017,YEM
3779.0,UNICEF National Committee/Japan,28284,542,HYEM17,Yemen 2017,YEM
5315.0,UNICEF National Committee/United Kingdom,755381,542,HYEM17,Yemen 2017,YEM
4058.0,US Fund for UNICEF,190000,542,HYEM17,Yemen 2017,YEM
2919.0,UNICEF National Committee/Netherlands,2448978,542,HYEM17,Yemen 2017,YEM
5352.0,UNICEF National Committee/Canada,10290,542,HYEM17,Yemen 2017,YEM
3049.0,World Food Programme,29425000,542,HYEM17,Yemen 2017,YEM
87.0,"Qatar, Government of",1254699,542,HYEM17,Yemen 2017,YEM
2927.0,"Belgium, Government of",278707,542,HYEM17,Yemen 2017,YEM
2932.0,"Czech Republic, Government of",198177,542,HYEM17,Yemen 2017,YEM
7814.0,Yemen Humanitarian Fund,4688294,542,HYEM17,Yemen 2017,YEM
3006.0,"Russian Federation, Government of",1000000,542,HYEM17,Yemen 2017,YEM
4611.0,IKEA Foundation,533618,542,HYEM17,Yemen 2017,YEM
4820.0,World Bank,3383821,542,HYEM17,Yemen 2017,YEM
4831.0,Arab Gulf Programme for United Nations Development Organizations,25000,542,HYEM17,Yemen 2017,YEM
2929.0,"Korea, Republic of, Government of",1500000,542,HYEM17,Yemen 2017,YEM
2783.0,"Azerbaijan, Government of",62500,542,HYEM17,Yemen 2017,YEM
2443.0,"Andorra, Government of",15924,542,HYEM17,Yemen 2017,YEM
2934.0,UNICEF National Committee/Belgium,639978,542,HYEM17,Yemen 2017,YEM
4539.0,UNICEF National Committee/Spain,213447,542,HYEM17,Yemen 2017,YEM
4829.0,"Slovenia, Government of",32573,542,HYEM17,Yemen 2017,YEM
2933.0,"United States of America, Government of",60000001,529,HPSE17,occupied Palestinian territory 2017,
8523.0,European Commission's Humanitarian Aid and Civil Protection Department,15798634,529,HPSE17,occupied Palestinian territory 2017,
4306.0,"Germany, Government of",29528316,529,HPSE17,occupied Palestinian territory 2017,
4537.0,"Japan, Government of",9044801,529,HPSE17,occupied Palestinian territory 2017,
3049.0,World Food Programme,1709417,529,HPSE17,occupied Palestinian territory 2017,
3006.0,"Russian Federation, Government of",2000000,529,HPSE17,occupied Palestinian territory 2017,
2924.0,"Switzerland, Government of",4279098,529,HPSE17,occupied Palestinian territory 2017,
2928.0,"Canada, Government of",11377323,529,HPSE17,occupied Palestinian territory 2017,
3776.0,"Denmark, Government of",1915832,529,HPSE17,occupied Palestinian territory 2017,
5319.0,"Spain, Government of",315521,529,HPSE17,occupied Palestinian territory 2017,
4829.0,"Slovenia, Government of",53362,529,HPSE17,occupied Palestinian territory 2017,
2927.0,"Belgium, Government of",278707,529,HPSE17,occupied Palestinian territory 2017,
4337.0,UNICEF National Committee/France,266809,529,HPSE17,occupied Palestinian territory 2017,
2921.0,"Sweden, Government of",6792072,529,HPSE17,occupied Palestinian territory 2017,
4838.0,"Brazil, Government of",200000,529,HPSE17,occupied Palestinian territory 2017,
2930.0,"Norway, Government of",2148875,529,HPSE17,occupied Palestinian territory 2017,
3003.0,"Estonia, Government of",266809,529,HPSE17,occupied Palestinian territory 2017,
5295.0,"Finland, Government of",4802561,529,HPSE17,occupied Palestinian territory 2017,
2998.0,"Saudi Arabia (Kingdom of), Government of",1000000,529,HPSE17,occupied Palestinian territory 2017,
3008.0,"Netherlands, Government of",96148,529,HPSE17,occupied Palestinian territory 2017,
3009.0,"Ireland, Government of",217155,529,HPSE17,occupied Palestinian territory 2017,
